SampleType,Lake,YearSampled,DateSampled,StationName,Species,Length,Mass,Month,Year,Site
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,57,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,85,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,76,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,87,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,59,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,75,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,82,6.01,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,86,7,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,61,2.56,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,78,5.33,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,58,2.21,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,100,10.49,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,65,3.08,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,92,9.18,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,83,6.26,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,73,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,65,3.06,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,112,16.39,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,75,4.76,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,77,5.2,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,78,5.14,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,73,4.38,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,83,6.77,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,80,5.29,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,75,4.54,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,98,11.28,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,74,4.57,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,63,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,98,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,70,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,77,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,60,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,79,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,72,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,53,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,61,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,73,4.44,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,55,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,98,11.68,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,53,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,65,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,60,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,71,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,115,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,84,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,79,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,80,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,75,4.8,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,58,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,122,19.16,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,85,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,88,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,79,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,83,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,102,12.71,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,115,17.43,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,82,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,92,8.43,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,101,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,105,12.98,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,94,8.59,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,92,8.6,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,100,11.14,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,63,2.84,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,106,13.78,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,100,12.4,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,120,18.72,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,103,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,103,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,105,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,99,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,90,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,112,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,86,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,98,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,102,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,85,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,90,7.85,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,108,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,109,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,83,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,78,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,126,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,81,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,72,3.95,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,85,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,106,13.53,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,96,10.05,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,94,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,90,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,69,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,98,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,107,13.63,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,71,3.71,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,107,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,108,13.69,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,83,6.09,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,103,11.85,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,97,10.6,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,66,3.72,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,90,8.06,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,103,12.57,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,90,7.9,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,76,5.09,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,124,20.94,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,57,1.97,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,84,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,59,1.95,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,113,18.52,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,125,22.24,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,114,18.6,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,98,10.09,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,89,7.9,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,95,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,79,5.19,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,59,1.94,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,116,19.14,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,122,19.12,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,100,11.04,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,102,11.93,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,107,13.78,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,98,11.7,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,89,8.19,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,55,1.63,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,69,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,62,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,81,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,80,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,88,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,83,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,78,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,90,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,85,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,85,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,105,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,95,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,115,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,128,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,80,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,78,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,75,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,112,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,72,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,85,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,106,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,120,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,82,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,72,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,64,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,118,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-02T00:00:00Z,Big Whitefish Creek,Coho salmon,116,NA,8,2007,Big Whitefish Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,45,0.84,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,50,1.38,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,57,2.4,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,49,0.76,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,68,3.23,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,70,3.6,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,99,11.37,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,43,0.87,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,101,10.87,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,45,0.87,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,51,1.54,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,84,6.74,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,99,10.82,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,49,1.32,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,48,1.21,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,46,0.97,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,73,4.26,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,43,0.72,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,80,5.42,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,45,1,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,52,1.58,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,52,1.65,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,52,1.62,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,43,0.5,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,48,1.12,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,45,0.96,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,53,1.61,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,46,1.1,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,48,1.17,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,36,0.4,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,40,0.6,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,44,0.9,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,43,0.85,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,115,17.02,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,75,4.2,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,41,0.68,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,71,4.13,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,88,7.15,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,67,3.24,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,44,0.84,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,85,7.48,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,91,8.17,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,46,0.83,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,45,0.77,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,69,3.6,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,69,3.3,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,81,5.32,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,75,5,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,82,6.34,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,45,1,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,53,1.87,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,49,1.16,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,45,0.89,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,90,7.4,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,97,10.3,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,87,7.83,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,48,1.02,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,84,6.85,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,103,13.26,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,68,3.16,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,48,1.2,8,2007,Yako Creek
Stick Seine,NA,2007,2007-08-08T00:00:00Z,Yako Creek,Coho salmon,45,0.96,8,2007,Yako Creek
